User_ID,Driver_Name,City,Ride_Date,Hour_of_Day,Day_of_Week,Distance_km,Traffic_Level,Type_of_vehicle,No_of_active_drivers,Ride_Requests,Demand_Supply_Ratio,Trip_Duration,Base_Fare,Surge_Multiplier,Final_Fare
USER-58271-bLea,Scott Carroll,Delhi,21-11-2025,1,Monday,16.29,Low,SUV,78,176,2.26,46,275.48,1.8,495.86
USER-66188-Njrf,Micheal Wang,Chennai,08-12-2025,14,Tuesday,4.52,Medium,Bike,48,192,4.0,13,69.24,1.5,103.86
USER-14630-pfBh,Kevin Hines,Chennai,30-01-2026,14,Wednesday,18.82,High,Bike,83,50,0.6,53,240.84,1.0,240.84
USER-75884-kxiV,Chad Smith,Bengaluru,29-05-2026,10,Thursday,24.08,Low,Auto,11,171,15.55,74,318.96,1.7,542.23
USER-91778-xdFK,Denise Brown,Delhi,17-10-2025,12,Tuesday,10.66,Low,Hatchback,97,178,1.84,40,167.92,1.2,201.5
USER-00307-xyjl,Crystal Hicks,Pune,23-07-2026,4,Monday,32.17,Jam,Bike,44,177,4.02,106,401.04,1.6,641.66
USER-19518-Rdlo,Thomas Flores,Delhi,07-06-2026,2,Tuesday,11.53,Jam,Auto,53,174,3.28,40,168.36,1.8,303.05
USER-18705-msKY,Patricia Collins,Hyderabad,06-12-2025,23,Wednesday,34.9,Jam,Sedan,72,33,0.46,111,468.8,1.0,468.8
USER-83206-boIw,Yolanda Parsons,Chennai,06-04-2026,0,Wednesday,13.33,Low,Sedan,28,64,2.29,42,209.96,1.6,335.94
USER-41383-AFdj,Jamie Rojas,Bengaluru,04-05-2026,4,Wednesday,3.62,Medium,Hatchback,17,139,8.18,21,83.44,1.5,125.16
USER-19182-OzeL,Jacqueline Villegas,Hyderabad,12-03-2026,19,Friday,5.46,Medium,Bike,53,49,0.92,16,80.52,1.0,80.52
USER-55743-emiX,Ethan Owen,Delhi,25-05-2026,1,Wednesday,14.97,Low,Bike,91,194,2.13,44,194.64,1.8,350.35
USER-37474-hfkZ,Jason Herrera,Hyderabad,25-04-2026,14,Monday,8.96,Low,Bike,35,89,2.54,39,122.52,2.0,245.04
USER-68044-lbzC,Michael Schmitt,Delhi,08-03-2026,21,Sunday,33.2,Low,SUV,61,128,2.1,112,478.4,1.8,861.12
USER-32365-ROPf,Brenda Smith,Bengaluru,18-03-2026,5,Tuesday,28.77,Low,Auto,82,45,0.55,97,375.24,1.0,375.24
USER-15107-dkKB,Matthew Lamb,Bengaluru,13-06-2026,11,Thursday,19.85,Low,SUV,18,192,10.67,67,318.2,1.6,509.12
USER-44720-NNNp,Hector Odonnell,Pune,10-04-2026,8,Thursday,16.28,Jam,Auto,70,47,0.67,55,225.36,1.0,225.36
USER-83806-YTwE,Chad Gonzalez,Bengaluru,04-03-2026,7,Thursday,28.77,High,SUV,49,16,0.33,83,425.24,1.0,425.24
USER-40785-XLok,Francis Robinson,Delhi,23-09-2025,7,Tuesday,14.13,High,Hatchback,15,105,7.0,40,209.56,2.0,419.12
USER-65223-LuZV,Zachary Robinson,Pune,29-04-2026,20,Sunday,12.4,Low,Sedan,23,45,1.96,34,198.8,1.3,258.44
USER-78427-cfdo,Kristine Lopez,Chennai,25-03-2026,22,Wednesday,16.95,Jam,Auto,83,11,0.13,58,233.4,1.0,233.4
USER-25002-LTjX,Christina Anderson,Delhi,27-09-2025,4,Thursday,19.66,High,Auto,98,165,1.68,57,265.92,1.3,345.7
USER-54522-UBYO,Mary Willis,Delhi,03-08-2026,3,Thursday,2.62,Medium,Hatchback,58,173,2.98,17,71.44,1.5,107.16
USER-92644-ilUa,Lisa Kelly,Pune,30-07-2026,15,Thursday,21.29,Jam,Hatchback,7,171,24.43,64,295.48,1.9,561.41
USER-93917-jvVe,Evan Lamb,Bengaluru,12-11-2025,0,Monday,21.9,Medium,Auto,35,156,4.46,60,292.8,1.8,527.04
USER-04331-wqYg,Monica Rogers,Pune,07-05-2026,16,Friday,19.5,Jam,SUV,69,151,2.19,48,314.0,1.5,471.0
USER-86179-PWRo,Katherine Gray,Mumbai,15-10-2025,11,Tuesday,9.62,Low,Sedan,7,101,14.43,37,165.44,1.6,264.7
USER-26218-fvMN,Trevor Jones,Bengaluru,09-07-2026,3,Monday,27.23,Jam,Bike,99,95,0.96,66,341.76,1.0,341.76
USER-33688-qQst,Brooke Garcia,Chennai,12-11-2025,20,Monday,6.95,Jam,Bike,92,128,1.39,33,98.4,1.3,127.92
USER-97310-nkOs,Jeffrey Phillips,Bengaluru,09-08-2026,2,Friday,25.35,Low,Sedan,63,19,0.3,63,354.2,1.0,354.2
USER-86256-xlCc,Steven Baker,Hyderabad,21-11-2025,1,Thursday,11.73,Medium,Sedan,44,141,3.2,40,190.76,1.7,324.29
USER-15869-oJdy,Paul Contreras,Chennai,12-06-2026,20,Wednesday,7.5,Jam,Hatchback,50,22,0.44,31,130.0,1.0,130.0
USER-08989-RNjh,Blake Orr,Mumbai,30-07-2026,11,Tuesday,15.86,Medium,Bike,56,200,3.57,50,205.32,1.7,349.04
USER-63294-uUZe,Jay Mcneil,Mumbai,18-09-2025,22,Wednesday,17.92,High,Sedan,71,78,1.1,65,265.04,1.0,265.04
USER-99861-AjjK,Shane Buchanan,Chennai,20-03-2026,19,Tuesday,34.83,Low,Auto,28,149,5.32,88,447.96,1.5,671.94
USER-56467-KMEc,Rachel Dillon,Chennai,19-10-2025,9,Monday,16.16,Jam,Auto,96,119,1.24,45,223.92,1.2,268.7
USER-74505-Yttr,Erin Young,Hyderabad,21-06-2026,11,Tuesday,21.9,Low,Bike,60,80,1.33,66,277.8,1.1,305.58
USER-54691-mCnA,Patrick Schroeder,Mumbai,15-05-2026,11,Thursday,18.44,High,Auto,100,183,1.83,43,251.28,1.1,276.41
USER-62890-lmmd,Ana Mckinney,Chennai,16-11-2025,14,Monday,2.18,High,Bike,13,70,5.38,13,41.16,1.7,69.97
USER-10357-MClE,John Sanders,Delhi,19-03-2026,1,Saturday,21.57,Medium,Sedan,91,125,1.37,80,308.84,1.2,370.61
USER-02933-PoRn,Ann Johnson,Pune,23-11-2025,4,Wednesday,19.0,Low,Auto,55,90,1.64,61,258.0,1.4,361.2
USER-03494-TTPr,Maria Burke,Hyderabad,19-01-2026,5,Saturday,17.97,High,SUV,54,153,2.83,45,295.64,1.9,561.72
USER-96910-GQxJ,Eric Meyer,Delhi,10-04-2026,19,Sunday,10.71,High,Auto,67,61,0.91,26,158.52,1.0,158.52
USER-44432-HWpd,William Davidson,Hyderabad,07-06-2026,22,Tuesday,16.13,Jam,Sedan,16,184,11.5,62,243.56,1.8,438.41
USER-44666-VcLT,Alexander Jimenez,Pune,15-08-2026,17,Thursday,19.43,High,Bike,43,50,1.16,63,248.16,1.0,248.16
USER-58428-lsgE,Rachel Knox,Pune,03-10-2025,16,Friday,8.62,Medium,Sedan,30,45,1.5,29,153.44,1.1,168.78
USER-46554-LsDh,Henry Garner,Pune,05-02-2026,11,Wednesday,16.89,Low,SUV,75,43,0.57,52,282.68,1.0,282.68
USER-46022-mvAK,Sharon James,Mumbai,09-07-2026,12,Friday,34.99,Medium,Sedan,97,132,1.36,105,469.88,1.3,610.84
USER-25007-rnWX,Bobby Cook,Pune,18-10-2025,10,Tuesday,22.84,Jam,Auto,62,129,2.08,75,304.08,1.6,486.53
USER-76008-mUxa,Madeline Powell,Mumbai,09-07-2026,17,Friday,22.75,Medium,Auto,28,43,1.54,62,303.0,1.3,393.9
USER-54216-GLtk,Nicholas Perez,Pune,10-09-2025,9,Thursday,6.6,High,SUV,46,191,4.15,25,159.2,1.9,302.48
USER-25753-kZzb,Kelly Hamilton,Pune,08-11-2025,8,Sunday,7.67,Medium,Bike,75,80,1.07,22,107.04,1.0,107.04
USER-06489-dMdQ,Jonathan Martinez,Pune,25-09-2025,2,Sunday,18.09,Low,Auto,26,161,6.19,65,247.08,1.6,395.33
USER-23046-QgQH,Caleb King,Hyderabad,24-11-2025,19,Sunday,12.48,Medium,SUV,77,20,0.26,42,229.76,1.0,229.76
USER-17393-XqHm,Lisa Campbell,Bengaluru,26-12-2025,20,Monday,27.21,Medium,Auto,38,176,4.63,71,356.52,1.8,641.74
USER-00119-QFjf,Daniel Fitzpatrick MD,Chennai,29-05-2026,20,Tuesday,19.55,Low,Sedan,87,87,1.0,61,284.6,1.0,284.6
USER-70120-sxZR,William Phillips,Pune,09-12-2025,2,Friday,24.41,Low,Auto,25,122,4.88,73,322.92,1.6,516.67
USER-57941-xvlh,Mary Jackson,Bengaluru,10-01-2026,10,Saturday,30.29,High,SUV,45,197,4.38,112,443.48,2.0,886.96
USER-21202-gALE,Rebecca Banks,Pune,06-06-2026,11,Sunday,18.51,Medium,Hatchback,18,91,5.06,46,262.12,1.6,419.39
USER-27716-Cceq,Lisa Huffman,Hyderabad,13-04-2026,3,Sunday,2.72,Medium,Sedan,54,167,3.09,11,82.64,1.9,157.02
USER-37562-JNda,Mercedes Davis,Chennai,09-04-2026,23,Monday,11.63,Jam,SUV,25,137,5.48,49,219.56,1.7,373.25
USER-40838-Pyzp,John Allen,Mumbai,15-09-2025,0,Sunday,4.06,Jam,Auto,55,139,2.53,15,78.72,1.6,125.95
USER-01660-JJaf,Bryan Jimenez,Hyderabad,02-06-2026,1,Wednesday,10.57,High,Hatchback,81,177,2.19,37,166.84,1.8,300.31
USER-50375-JXNM,Michael Clements,Chennai,06-02-2026,13,Tuesday,5.55,Jam,Auto,38,196,5.16,22,96.6,1.7,164.22
USER-48851-ckFi,Courtney Peterson,Bengaluru,13-06-2026,18,Wednesday,20.1,Jam,Auto,51,151,2.96,56,271.2,1.8,488.16
USER-63735-gWAc,Chelsea Conrad,Delhi,21-07-2026,8,Sunday,29.06,Low,SUV,84,184,2.19,88,428.72,2.0,857.44
USER-70808-BLEG,Tina Taylor,Hyderabad,29-05-2026,10,Saturday,19.97,Medium,Bike,51,46,0.9,55,254.64,1.0,254.64
USER-86693-rzvs,Kyle Andrade,Bengaluru,29-01-2026,1,Thursday,2.54,Jam,Hatchback,22,192,8.73,15,70.48,1.8,126.86
USER-85833-nNTs,Kayla Cameron,Pune,25-04-2026,16,Tuesday,5.75,Medium,Bike,83,91,1.1,18,84.0,1.0,84.0
USER-58799-QTAR,Mallory Page,Chennai,17-05-2026,16,Thursday,29.16,High,SUV,73,135,1.85,95,429.92,1.2,515.9
USER-81062-dQdm,,Bengaluru,23-11-2025,10,Wednesday,23.91,High,Sedan,58,159,2.74,60,336.92,1.8,606.46
USER-80571-NRVJ,Melissa Phillips,Mumbai,29-06-2026,20,Monday,27.62,Jam,Bike,79,157,1.99,66,346.44,1.3,450.37
USER-06665-JdaV,Rebecca Roberts,Chennai,17-11-2025,20,Sunday,25.52,Jam,Bike,53,47,0.89,87,321.24,1.0,321.24
USER-89334-ClRe,Maria Fischer,Pune,24-10-2025,22,Sunday,4.74,Low,SUV,7,122,17.43,15,136.88,1.7,232.7
USER-94057-Tjcj,Justin Anderson,Bengaluru,22-07-2026,16,Monday,27.35,High,SUV,65,198,3.05,88,408.2,1.8,734.76
USER-83281-YGkA,Angel Zimmerman,Chennai,03-03-2026,21,Wednesday,17.26,High,Bike,53,90,1.7,68,222.12,1.4,310.97
USER-98780-hQwC,Erin Carter,Mumbai,13-11-2025,11,Monday,23.98,Medium,Auto,97,184,1.9,77,317.76,1.3,413.09
USER-16484-bHXx,Jane Hogan,Pune,21-02-2026,7,Friday,10.49,Jam,Auto,43,67,1.56,41,155.88,1.3,202.64
USER-12880-OenQ,Cheryl Palmer,Delhi,04-04-2026,22,Wednesday,24.97,Jam,Auto,45,132,2.93,69,329.64,1.6,527.42
USER-61207-Tvcf,Michele Cherry,Mumbai,13-09-2025,17,Wednesday,13.91,High,Hatchback,55,98,1.78,51,206.92,1.2,248.3
USER-67665-byRh,Crystal Green,Bengaluru,28-02-2026,22,Friday,3.69,Low,Hatchback,61,177,2.9,17,84.28,1.6,134.85
USER-14491-sWCy,Angel Reilly,Bengaluru,08-01-2026,8,Friday,32.72,Jam,Bike,94,79,0.84,77,407.64,1.0,407.64
USER-84245-aJJj,Paul Robles,Chennai,01-10-2025,21,Wednesday,31.78,Jam,Hatchback,33,173,5.24,77,421.36,1.7,716.31
USER-53682-kloN,Elizabeth Goodman,Chennai,18-06-2026,3,Friday,24.16,Medium,Hatchback,22,11,0.5,87,329.92,1.0,329.92
USER-78141-qgmU,Tara Gamble,Bengaluru,17-03-2026,15,Sunday,17.23,High,Bike,30,83,2.77,44,221.76,2.0,443.52
USER-35775-NQtS,Ariel Harvey,Pune,18-03-2026,18,Thursday,8.9,High,Sedan,99,195,1.97,31,156.8,1.4,219.52
USER-64525-EDCw,Erik Floyd,Hyderabad,27-05-2026,5,Tuesday,32.75,Low,Bike,9,111,12.33,108,408.0,2.0,816.0
USER-28341-UebG,Sarah Trevino,Pune,05-04-2026,9,Thursday,30.81,Jam,Hatchback,6,86,14.33,90,409.72,2.0,819.44
USER-87256-oXLU,Kristen Stephens,Mumbai,26-06-2026,14,Monday,34.63,Low,SUV,74,144,1.95,98,495.56,1.4,693.78
USER-92827-klKK,Mary Charles,Delhi,15-04-2026,6,Saturday,28.5,Jam,Sedan,47,51,1.09,94,392.0,1.0,392.0
USER-53038-YxyE,John Brown,Bengaluru,18-07-2026,0,Monday,26.05,Low,Sedan,42,155,3.69,83,362.6,1.6,580.16
USER-49892-yPyx,Kelly Gallegos,Bengaluru,20-03-2026,12,Wednesday,29.12,Low,Hatchback,70,93,1.33,65,389.44,1.2,467.33
USER-55779-aGiC,Terry Black,Delhi,16-10-2025,10,Tuesday,32.82,High,Bike,5,76,15.2,93,408.84,1.9,776.8
USER-13651-EREE,Jack Love,Mumbai,02-11-2025,9,Sunday,20.8,Jam,Auto,78,12,0.15,56,279.6,1.0,279.6
USER-80920-kqlH,Kenneth Martin,Mumbai,02-08-2026,1,Wednesday,23.7,Low,Sedan,64,88,1.38,63,334.4,1.4,468.16
USER-72369-jYLX,Lawrence Ruiz,Bengaluru,22-10-2025,9,Thursday,24.47,High,Bike,86,85,0.99,67,308.64,1.0,308.64
USER-13662-gbmH,Tammy Carlson,Pune,27-06-2026,4,Friday,17.26,Jam,Bike,63,165,2.62,54,222.12,2.0,444.24
USER-08811-EQiM,John Mendez,Chennai,02-03-2026,21,Sunday,29.07,Jam,Hatchback,36,184,5.11,94,388.84,1.8,699.91
USER-37659-ZVWS,Andrew Moreno,Hyderabad,15-03-2026,11,Friday,3.66,High,SUV,77,38,0.49,17,123.92,1.0,123.92
USER-86430-TVYa,Angela George,Mumbai,16-03-2026,6,Friday,20.47,Low,SUV,24,52,2.17,61,325.64,1.7,553.59
USER-12694-qIBK,Robert Ortiz,Pune,29-12-2025,22,Friday,20.83,Jam,Bike,16,140,8.75,57,264.96,1.7,450.43
USER-88744-KwXT,Kristin White,Hyderabad,09-01-2026,14,Wednesday,20.17,Low,Bike,76,128,1.68,66,257.04,1.3,334.15
USER-86589-SRTd,Tiffany Garcia,Hyderabad,15-10-2025,0,Wednesday,26.36,Low,Auto,79,28,0.35,61,346.32,1.0,346.32
USER-43519-cUyz,Kyle Davis,Mumbai,29-03-2026,17,Saturday,34.8,Low,Bike,13,130,10.0,79,432.6,1.6,692.16
USER-84309-GHSo,Adam Jefferson DVM,Pune,30-03-2026,20,Sunday,34.26,High,Bike,87,117,1.34,95,426.12,1.2,511.34
USER-65669-mHaV,Christopher Shea,Pune,01-05-2026,12,Wednesday,13.77,High,Hatchback,92,179,1.95,49,205.24,1.3,266.81
USER-93769-aqlA,Victor Hill,Chennai,18-02-2026,5,Monday,34.76,High,Sedan,55,145,2.64,81,467.12,1.9,887.53
USER-94769-EXpW,Tina Walter,Bengaluru,19-12-2025,9,Monday,16.74,Jam,Hatchback,97,149,1.54,52,240.88,1.3,313.14
USER-33565-HIaS,Mr. James Kramer,Bengaluru,17-06-2026,11,Sunday,6.27,Low,SUV,29,195,6.72,21,155.24,1.9,294.96
USER-27553-KrlV,Gloria Spencer,Pune,23-04-2026,0,Sunday,9.18,Jam,Bike,13,35,2.69,35,125.16,1.8,225.29
USER-33952-Xghf,Shelley Clark,Mumbai,21-04-2026,1,Friday,9.32,Low,Hatchback,10,112,11.2,34,151.84,1.6,242.94
USER-94728-rzoW,Jacqueline Stewart,Bengaluru,16-03-2026,1,Wednesday,5.76,Jam,SUV,42,69,1.64,25,149.12,1.3,193.86
USER-27187-uSaa,Gregory Dalton,Chennai,20-04-2026,10,Thursday,9.05,Low,Sedan,23,179,7.78,33,158.6,1.7,269.62
USER-34795-xlFB,Debbie Dunn,Delhi,02-11-2025,18,Saturday,30.91,High,Sedan,27,170,6.3,103,420.92,1.7,715.56
USER-93143-JBym,Christopher Anderson,Hyderabad,09-10-2025,20,Wednesday,23.83,Medium,SUV,72,91,1.26,80,365.96,1.1,402.56
USER-88574-qJKd,Jonathan Cowan,Bengaluru,10-01-2026,17,Saturday,17.1,Low,Bike,33,86,2.61,60,220.2,1.9,418.38
USER-54558-JZqw,Mark Cole,Delhi,24-08-2025,17,Friday,15.03,Medium,Hatchback,58,152,2.62,50,220.36,1.6,352.58
USER-45587-XVCf,Kimberly Krause,Chennai,03-01-2026,20,Monday,3.69,Medium,Bike,62,104,1.68,12,59.28,1.1,65.21
USER-96112-vouu,Gail Welch,Pune,12-04-2026,19,Thursday,21.5,Jam,Sedan,14,58,4.14,78,308.0,1.6,492.8
USER-87622-biUp,Teresa Adkins,Hyderabad,16-04-2026,10,Monday,11.31,Low,Bike,6,64,10.67,41,150.72,1.9,286.37
USER-78006-HWfg,Brendan Zuniga,Mumbai,21-11-2025,7,Tuesday,24.65,Jam,Sedan,95,62,0.65,68,345.8,1.0,345.8
USER-28200-QwuE,Duane Sims,Mumbai,04-02-2026,9,Friday,13.94,High,Hatchback,73,176,2.41,41,207.28,1.7,352.38
USER-99796-HOOI,Travis Ryan,Hyderabad,08-12-2025,14,Tuesday,4.35,Medium,Auto,97,130,1.34,20,82.2,1.4,115.08
USER-00825-sEIa,Jason Moore,Hyderabad,25-04-2026,13,Sunday,2.55,Jam,Sedan,33,199,6.03,11,80.6,1.8,145.08
USER-08536-JBzp,Rebecca Harper,Bengaluru,16-10-2025,23,Wednesday,15.2,Jam,SUV,24,60,2.5,45,262.4,1.8,472.32
USER-94484-Amel,Jay Allen,Mumbai,06-10-2025,17,Thursday,23.26,Jam,Hatchback,92,96,1.04,64,319.12,1.0,319.12
USER-02080-lgsr,Marcus Lopez,Hyderabad,02-10-2025,20,Saturday,26.15,Low,Bike,63,53,0.84,88,328.8,1.0,328.8
USER-47570-vfWj,Johnny Peterson,Bengaluru,06-09-2025,23,Tuesday,19.58,Low,Hatchback,28,148,5.29,70,274.96,1.8,494.93
USER-60136-XCpV,Steven Wright,Hyderabad,15-08-2026,2,Sunday,33.14,Low,Hatchback,90,22,0.24,112,437.68,1.0,437.68
USER-52088-hqEO,Mrs. Melanie Collins,Pune,04-12-2025,20,Wednesday,8.87,Low,Bike,95,48,0.51,27,121.44,1.0,121.44
USER-49163-acLY,Jeffrey Smith,Bengaluru,26-04-2026,1,Thursday,22.01,Medium,Sedan,90,167,1.86,83,314.12,1.1,345.53
USER-50052-SIYg,Jonathan Parks,Bengaluru,02-10-2025,13,Sunday,1.4,High,SUV,72,194,2.69,9,96.8,1.5,145.2
USER-24077-JsIS,Michael Howard,Pune,12-02-2026,21,Saturday,15.64,High,Sedan,27,37,1.37,62,237.68,1.1,261.45
USER-82182-CsqI,Sean George,Pune,29-12-2025,16,Thursday,9.58,Jam,Bike,50,78,1.56,33,129.96,1.2,155.95
USER-51863-HRFX,Helen Oliver,Bengaluru,06-03-2026,18,Saturday,9.27,High,SUV,94,67,0.71,25,191.24,1.0,191.24
USER-02203-gFmg,Brent Hopkins,Pune,29-08-2025,20,Friday,26.83,Jam,SUV,16,113,7.06,78,401.96,1.7,683.33
USER-39103-PFfD,Leslie Williams,Chennai,06-06-2026,22,Saturday,6.83,Jam,Sedan,68,121,1.78,27,131.96,1.3,171.55
USER-14138-ggUo,Luis Rice,Pune,27-02-2026,3,Tuesday,31.42,Medium,Hatchback,10,68,6.8,81,417.04,1.6,667.26
USER-19576-gkYl,Kristin Grant,Pune,06-03-2026,21,Friday,32.47,Medium,Hatchback,74,154,2.08,100,429.64,2.0,859.28
USER-55665-MpKI,Harold Edwards,Chennai,03-11-2025,6,Saturday,20.96,High,Sedan,96,111,1.16,77,301.52,1.0,301.52
USER-49082-tato,James Barber,Hyderabad,03-11-2025,7,Sunday,20.27,High,Hatchback,54,183,3.39,74,283.24,1.7,481.51
USER-07522-qxLp,Tammy Moore,Chennai,10-11-2025,22,Sunday,25.62,Low,Hatchback,69,200,2.9,90,347.44,1.5,521.16
USER-57279-gMPt,Claudia Jones,Hyderabad,31-08-2025,2,Saturday,12.58,Jam,Auto,83,162,1.95,39,180.96,1.1,199.06
USER-66139-aOXO,Felicia Hobbs,Bengaluru,04-01-2026,14,Sunday,17.68,Low,Sedan,50,151,3.02,68,262.16,1.6,419.46
USER-20679-KGfo,Erin Wolfe,Chennai,22-01-2026,12,Sunday,3.91,Medium,Bike,84,85,1.01,15,61.92,1.0,61.92
USER-64168-BXSi,Kenneth Williams,Delhi,22-05-2026,4,Wednesday,13.92,Medium,SUV,86,49,0.57,50,247.04,1.0,247.04
USER-83314-XBuR,Christina Gilbert,Hyderabad,21-07-2026,2,Tuesday,1.18,Jam,SUV,44,123,2.8,8,94.16,1.6,150.66
USER-04259-ZCNj,Frank Wheeler,Delhi,25-01-2026,13,Tuesday,16.26,Medium,Bike,76,141,1.86,44,210.12,1.1,231.13
USER-10392-savS,Peter Farrell,Pune,07-06-2026,19,Sunday,21.33,Jam,Auto,46,108,2.35,51,285.96,1.7,486.13
USER-84879-UjSS,Joshua Harris,Delhi,18-04-2026,17,Tuesday,31.78,Low,Sedan,36,156,4.33,96,431.36,1.6,690.18
USER-40701-yQrQ,Curtis Horton,Mumbai,24-06-2026,8,Saturday,17.77,Low,Auto,13,52,4.0,55,243.24,1.6,389.18
USER-68157-MIfl,Marie Hall,Delhi,29-10-2025,11,Sunday,9.56,Low,Auto,36,194,5.39,33,144.72,1.7,246.02
USER-20555-OtpG,Elizabeth Burns,Mumbai,26-11-2025,0,Friday,33.26,High,SUV,47,168,3.57,92,479.12,1.7,814.5
USER-56216-HRNO,Tiffany Perez,Bengaluru,25-04-2026,20,Thursday,34.12,Medium,SUV,22,86,3.91,89,489.44,1.7,832.05
USER-32983-itST,Erin Daniels,Delhi,11-07-2026,12,Sunday,33.94,Jam,Bike,42,198,4.71,112,422.28,2.0,844.56
USER-88125-jUbW,Sylvia Stewart,Pune,11-12-2025,10,Monday,13.79,Jam,Sedan,55,103,1.87,34,215.48,1.3,280.12
USER-42312-lbWN,Samantha Walsh,Hyderabad,30-03-2026,21,Saturday,27.1,Medium,Hatchback,8,196,24.5,77,365.2,1.7,620.84
USER-72897-TPxl,Alexander Miller,Mumbai,24-06-2026,22,Thursday,3.35,Medium,Bike,57,182,3.19,15,55.2,1.6,88.32
USER-46333-elCN,Jason Novak,Mumbai,12-02-2026,22,Wednesday,15.39,Jam,Bike,53,28,0.53,50,199.68,1.0,199.68
USER-65699-MIHP,Andrew Moss,Hyderabad,03-07-2026,17,Thursday,18.22,Low,SUV,93,117,1.26,58,298.64,1.3,388.23
USER-88608-yHWO,Amanda Forbes,Hyderabad,04-08-2026,19,Wednesday,22.7,Jam,SUV,15,37,2.47,78,352.4,1.6,563.84
USER-49082-DPCf,Donna Jackson,Delhi,08-05-2026,18,Saturday,34.44,Medium,SUV,91,175,1.92,96,493.28,1.4,690.59
USER-37145-SPTY,Alexander Chavez,Hyderabad,16-10-2025,0,Sunday,4.35,Low,Auto,33,140,4.24,23,82.2,1.8,147.96
USER-68926-JycX,Jack Mills,Pune,18-10-2025,14,Saturday,13.72,Medium,Bike,64,183,2.86,49,179.64,1.6,287.42
USER-47421-imaN,Michael Barnes,Mumbai,24-05-2026,15,Thursday,4.55,Jam,SUV,58,31,0.53,13,134.6,1.0,134.6
USER-39776-CfMM,Lisa Snyder,Chennai,19-08-2025,10,Sunday,16.48,High,Hatchback,31,143,4.61,53,237.76,1.5,356.64
USER-20502-cQKM,Samantha Williams,Pune,04-12-2025,14,Sunday,11.84,Low,Auto,43,21,0.49,41,172.08,1.0,172.08
USER-99827-VLxc,Candace Mitchell DDS,Hyderabad,20-09-2025,10,Saturday,23.03,High,SUV,91,52,0.57,83,356.36,1.0,356.36
USER-72145-HAHn,Sarah Brown,Bengaluru,28-04-2026,17,Saturday,6.44,Low,Hatchback,76,119,1.57,27,117.28,1.3,152.46
USER-94695-qHKN,Kendra Miller,Pune,24-12-2025,5,Friday,22.78,Jam,Hatchback,60,111,1.85,51,313.36,1.2,376.03
USER-93430-hbDO,Katherine White,Pune,04-06-2026,0,Wednesday,24.96,Medium,Hatchback,31,81,2.61,81,339.52,1.8,611.14
USER-30344-Yett,Gene Castro,Hyderabad,18-02-2026,17,Thursday,7.36,Low,Auto,46,60,1.3,25,118.32,1.3,153.82
USER-02355-REEZ,James Carroll,Pune,30-08-2025,20,Thursday,11.66,Medium,SUV,54,166,3.07,33,219.92,1.7,373.86
USER-08495-JIbn,Julia Olsen,Chennai,16-03-2026,19,Thursday,6.87,High,Auto,91,190,2.09,24,112.44,1.8,202.39
USER-82996-lMhY,Andre Terrell,Mumbai,18-05-2026,7,Tuesday,11.38,High,Auto,28,105,3.75,44,166.56,1.7,283.15
USER-74384-lhxY,Jonathan Young,Delhi,31-08-2025,18,Thursday,14.05,Low,SUV,28,134,4.79,45,248.6,1.8,447.48
USER-35784-XujX,John Porter,Chennai,01-07-2026,4,Friday,7.36,Medium,Bike,62,168,2.71,22,103.32,2.0,206.64
USER-10409-fvDc,James Hancock,Pune,24-09-2025,6,Tuesday,28.72,High,Auto,76,139,1.83,93,374.64,1.3,487.03
USER-33448-uXCQ,Margaret Clark,Chennai,29-09-2025,14,Friday,17.62,High,Auto,15,154,10.27,41,241.44,1.6,386.3
USER-85854-jTZs,Kristin Garcia,Bengaluru,15-03-2026,17,Thursday,10.81,High,Hatchback,63,154,2.44,42,169.72,1.8,305.5
USER-01601-BzlT,Amber Johnson,Delhi,23-03-2026,3,Saturday,10.11,Jam,Hatchback,74,103,1.39,30,161.32,1.3,209.72
USER-81792-fZSD,Robert Marquez,Delhi,22-09-2025,6,Thursday,34.65,Jam,SUV,18,198,11.0,117,495.8,1.6,793.28
USER-45625-YuDF,Briana Huang,Mumbai,28-08-2025,14,Sunday,9.94,High,SUV,16,122,7.62,35,199.28,1.9,378.63
USER-92816-TYgu,Diane Bailey,Hyderabad,08-03-2026,23,Sunday,20.99,High,Hatchback,49,191,3.9,69,291.88,1.6,467.01
USER-82761-vnSL,Jason Oliver,Hyderabad,21-01-2026,6,Friday,28.66,High,Hatchback,12,155,12.92,78,383.92,1.8,691.06
USER-97199-DuJg,Matthew Miller,Pune,13-06-2026,22,Sunday,10.95,Jam,Auto,78,78,1.0,47,161.4,1.0,161.4
USER-65701-niLW,Robert Wise,Chennai,06-04-2026,21,Sunday,28.72,Medium,Bike,22,115,5.23,103,359.64,1.9,683.32
USER-33549-YRtB,Jean Lane,Hyderabad,06-05-2026,4,Wednesday,9.49,Low,Hatchback,96,92,0.96,38,153.88,1.0,153.88
USER-40580-aTJw,Kayla Abbott,Bengaluru,26-09-2025,18,Tuesday,22.5,Low,Bike,85,116,1.36,60,285.0,1.3,370.5
USER-66668-nQlE,Jennifer Flores,Hyderabad,07-10-2025,2,Thursday,14.7,High,SUV,100,81,0.81,51,256.4,1.0,256.4
